time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2024-09-26 11:16:12,-82.4015,27.7053,1003.2,   13, 25.4, 25.2, 25.2, 99, 99,20.49,132, 4.6
2024-09-26 11:16:13,-82.4016,27.7054,1002.4,   20, 25.4, 25.1, 25.1, 98, 98,20.32,113, 7.1
2024-09-26 11:16:14,-82.4017,27.7054,1001.6,   28, 25.4, 24.9, 24.9, 97, 97,20.10,113, 7.2
2024-09-26 11:16:15,-82.4017,27.7054,1000.8,   35, 25.3, 24.7, 24.7, 96, 96,19.90,113, 7.2
2024-09-26 11:16:16,-82.4018,27.7055,1000.0,   42, 25.3, 24.5, 24.5, 95, 95,19.71,113, 7.3
2024-09-26 11:16:17,-82.4019,27.7055, 999.1,   49, 25.3, 24.3, 24.3, 94, 94,19.47,113, 7.4
2024-09-26 11:16:18,-82.4020,27.7055, 998.3,   57, 25.3, 24.1, 24.1, 93, 93,19.27,113, 7.4
2024-09-26 11:16:19,-82.4021,27.7056, 997.7,   64, 25.3, 23.9, 23.9, 92, 92,19.06,113, 7.5
2024-09-26 11:16:20,-82.4022,27.7056, 997.2,   71, 25.2, 23.8, 23.8, 92, 92,18.94,113, 7.6
2024-09-26 11:16:21,-82.4022,27.7056, 996.6,   75, 25.2, 23.8, 23.8, 92, 92,18.92,113, 7.7
2024-09-26 11:16:22,-82.4023,27.7057, 996.1,   79, 25.2, 23.8, 23.8, 92, 92,18.89,112, 7.8
2024-09-26 11:16:23,-82.4024,27.7057, 995.5,   83, 25.2, 23.7, 23.7, 92, 92,18.88,112, 8.0
2024-09-26 11:16:24,-82.4025,27.7058, 994.9,   87, 25.2, 23.7, 23.7, 92, 92,18.86,112, 8.1
2024-09-26 11:16:25,-82.4026,27.7058, 994.4,   90, 25.2, 23.7, 23.7, 92, 92,18.84,112, 8.2
2024-09-26 11:16:26,-82.4027,27.7058, 993.9,   94, 25.1, 23.7, 23.7, 92, 92,18.82,112, 8.3
2024-09-26 11:16:27,-82.4028,27.7059, 993.4,   99, 25.1, 23.6, 23.6, 92, 92,18.80,112, 8.4
2024-09-26 11:16:28,-82.4029,27.7059, 992.9,  104, 25.1, 23.6, 23.6, 91, 91,18.78,112, 8.6
2024-09-26 11:16:29,-82.4030,27.7060, 992.4,  108, 25.1, 23.6, 23.6, 91, 91,18.76,113, 8.8
2024-09-26 11:16:30,-82.4031,27.7061, 991.9,  113, 25.1, 23.6, 23.6, 91, 91,18.74,113, 9.0
2024-09-26 11:16:31,-82.4032,27.7061, 991.4,  118, 25.1, 23.5, 23.5, 91, 91,18.71,114, 9.2
2024-09-26 11:16:32,-82.4033,27.7062, 990.9,  122, 25.0, 23.5, 23.5, 91, 91,18.70,114, 9.4
2024-09-26 11:16:33,-82.4035,27.7062, 990.4,  127, 25.0, 23.5, 23.5, 91, 91,18.69,115, 9.6
2024-09-26 11:16:34,-82.4036,27.7063, 989.9,  131, 25.0, 23.5, 23.5, 91, 91,18.67,115, 9.8
2024-09-26 11:16:35,-82.4037,27.7064, 989.4,  136, 25.0, 23.5, 23.5, 91, 91,18.66,115,10.0
2024-09-26 11:16:36,-82.4038,27.7064, 988.9,  140, 25.0, 23.4, 23.4, 91, 91,18.64,116,10.2
2024-09-26 11:16:37,-82.4039,27.7065, 988.3,  144, 24.9, 23.4, 23.4, 91, 91,18.62,116,10.4
2024-09-26 11:16:38,-82.4041,27.7066, 987.8,  150, 24.9, 23.4, 23.4, 91, 91,18.61,116,10.6
2024-09-26 11:16:39,-82.4042,27.7066, 987.2,  155, 24.9, 23.4, 23.4, 91, 91,18.60,117,10.8
2024-09-26 11:16:40,-82.4043,27.7067, 986.6,  160, 24.9, 23.3, 23.3, 91, 91,18.59,117,11.0
2024-09-26 11:16:41,-82.4044,27.7068, 986.1,  165, 24.9, 23.3, 23.3, 91, 91,18.57,117,11.3
2024-09-26 11:16:42,-82.4045,27.7068, 985.5,  171, 24.9, 23.3, 23.3, 91, 91,18.55,118,11.5
2024-09-26 11:16:43,-82.4046,27.7069, 984.9,  176, 24.8, 23.3, 23.3, 91, 91,18.54,118,11.7
2024-09-26 11:16:44,-82.4048,27.7070, 984.4,  181, 24.8, 23.3, 23.3, 91, 91,18.53,119,12.0
2024-09-26 11:16:45,-82.4049,27.7070, 983.7,  187, 24.8, 23.2, 23.2, 91, 91,18.51,119,12.3
2024-09-26 11:16:46,-82.4050,27.7071, 983.3,  190, 24.8, 23.2, 23.2, 91, 91,18.49,120,12.5
2024-09-26 11:16:47,-82.4051,27.7071, 982.7,  195, 24.7, 23.2, 23.2, 91, 91,18.47,120,12.7
2024-09-26 11:16:48,-82.4052,27.7072, 982.2,  200, 24.7, 23.1, 23.1, 91, 91,18.43,120,12.9
2024-09-26 11:16:49,-82.4053,27.7073, 981.6,  206, 24.7, 23.1, 23.1, 91, 91,18.41,121,13.2
2024-09-26 11:16:50,-82.4055,27.7073, 981.0,  211, 24.6, 23.1, 23.1, 91, 91,18.39,121,13.4
2024-09-26 11:16:51,-82.4056,27.7074, 980.4,  217, 24.6, 23.0, 23.0, 91, 91,18.35,122,13.7
2024-09-26 11:16:52,-82.4057,27.7075, 979.8,  222, 24.6, 23.0, 23.0, 91, 91,18.33,122,13.9
2024-09-26 11:16:53,-82.4058,27.7075, 979.2,  227, 24.5, 23.0, 23.0, 91, 91,18.31,122,14.2
2024-09-26 11:16:54,-82.4059,27.7076, 978.6,  233, 24.5, 22.9, 22.9, 91, 91,18.27,122,14.4
2024-09-26 11:16:55,-82.4060,27.7076, 978.0,  238, 24.4, 22.9, 22.9, 91, 91,18.25,123,14.7
2024-09-26 11:16:56,-82.4062,27.7077, 977.4,  243, 24.4, 22.9, 22.9, 91, 91,18.23,123,14.9
2024-09-26 11:16:57,-82.4063,27.7078, 976.8,  249, 24.4, 22.8, 22.8, 91, 91,18.21,123,15.2
2024-09-26 11:16:58,-82.4064,27.7079, 976.2,  254, 24.3, 22.8, 22.8, 91, 91,18.17,123,15.3
2024-09-26 11:16:59,-82.4066,27.7080, 975.8,  258, 24.3, 22.8, 22.8, 91, 91,18.16,124,15.4
2024-09-26 11:17:00,-82.4067,27.7081, 975.1,  264, 24.3, 22.7, 22.7, 91, 91,18.12,124,15.6
2024-09-26 11:17:01,-82.4069,27.7082, 974.5,  270, 24.2, 22.7, 22.7, 91, 91,18.10,124,15.7
2024-09-26 11:17:02,-82.4070,27.7083, 973.9,  275, 24.2, 22.7, 22.7, 91, 91,18.08,124,15.9
2024-09-26 11:17:03,-82.4072,27.7084, 973.3,  280, 24.2, 22.7, 22.7, 91, 91,18.06,124,16.0
2024-09-26 11:17:04,-82.4073,27.7085, 972.7,  286, 24.2, 22.6, 22.6, 91, 91,18.02,124,16.2
2024-09-26 11:17:05,-82.4075,27.7086, 972.1,  291, 24.1, 22.6, 22.6, 91, 91,18.00,124,16.3
2024-09-26 11:17:06,-82.4076,27.7087, 971.5,  296, 24.1, 22.6, 22.6, 91, 91,17.98,124,16.5
2024-09-26 11:17:07,-82.4078,27.7089, 971.1,  300, 24.1, 22.5, 22.5, 91, 91,17.96,124,16.6
2024-09-26 11:17:08,-82.4079,27.7090, 970.3,  307, 24.0, 22.5, 22.5, 91, 91,17.93,124,16.7
2024-09-26 11:17:09,-82.4081,27.7091, 969.7,  312, 24.0, 22.5, 22.5, 91, 91,17.91,125,16.9
2024-09-26 11:17:10,-82.4082,27.7092, 969.1,  318, 24.0, 22.4, 22.4, 91, 91,17.89,125,17.0
2024-09-26 11:17:11,-82.4084,27.7093, 968.5,  323, 23.9, 22.4, 22.4, 91, 91,17.86,125,17.2
2024-09-26 11:17:12,-82.4085,27.7094, 967.9,  329, 23.9, 22.4, 22.4, 91, 91,17.84,125,17.3
2024-09-26 11:17:13,-82.4087,27.7095, 967.3,  334, 23.9, 22.3, 22.3, 91, 91,17.81,125,17.5
2024-09-26 11:17:14,-82.4088,27.7096, 966.7,  340, 23.9, 22.3, 22.3, 91, 91,17.77,125,17.6
2024-09-26 11:17:15,-82.4090,27.7097, 966.0,  346, 23.9, 22.2, 22.2, 91, 91,17.74,125,17.8
2024-09-26 11:17:16,-82.4091,27.7098, 965.4,  351, 23.9, 22.2, 22.2, 90, 90,17.69,125,17.9
2024-09-26 11:17:17,-82.4093,27.7099, 964.8,  357, 23.9, 22.2, 22.2, 90, 90,17.66,125,18.1
2024-09-26 11:17:18,-82.4094,27.7100, 964.1,  364, 23.9, 22.1, 22.1, 90, 90,17.63,126,18.2
2024-09-26 11:17:19,-82.4096,27.7102, 963.3,  371, 23.9, 22.1, 22.1, 90, 90,17.59,126,18.4
2024-09-26 11:17:20,-82.4097,27.7103, 962.5,  379, 23.9, 22.0, 22.0, 90, 90,17.56,127,18.6
2024-09-26 11:17:21,-82.4099,27.7104, 961.7,  386, 23.8, 22.0, 22.0, 89, 89,17.53,128,18.8
2024-09-26 11:17:22,-82.4100,27.7105, 960.9,  394, 23.8, 21.9, 21.9, 89, 89,17.49,128,19.0
2024-09-26 11:17:23,-82.4102,27.7106, 960.1,  401, 23.8, 21.9, 21.9, 89, 89,17.46,129,19.2
2024-09-26 11:17:24,-82.4103,27.7107, 959.2,  408, 23.8, 21.8, 21.8, 89, 89,17.43,129,19.4
2024-09-26 11:17:25,-82.4105,27.7108, 958.5,  415, 23.8, 21.8, 21.8, 89, 89,17.39,130,19.6
2024-09-26 11:17:26,-82.4106,27.7109, 957.8,  421, 23.8, 21.8, 21.8, 88, 88,17.36,130,19.8
2024-09-26 11:17:27,-82.4108,27.7111, 957.1,  427, 23.8, 21.7, 21.7, 88, 88,17.34,131,20.0
2024-09-26 11:17:28,-82.4110,27.7112, 956.4,  434, 23.8, 21.7, 21.7, 88, 88,17.32,131,20.2
2024-09-26 11:17:29,-82.4112,27.7114, 955.7,  440, 23.8, 21.7, 21.7, 88, 88,17.31,132,20.4
2024-09-26 11:17:30,-82.4113,27.7115, 955.0,  447, 23.7, 21.6, 21.6, 88, 88,17.29,132,20.6
2024-09-26 11:17:31,-82.4115,27.7117, 954.6,  453, 23.7, 21.6, 21.6, 88, 88,17.26,133,20.9
2024-09-26 11:17:32,-82.4117,27.7119, 954.1,  457, 23.7, 21.6, 21.6, 88, 88,17.24,133,21.1
2024-09-26 11:17:33,-82.4119,27.7120, 953.7,  461, 23.7, 21.6, 21.6, 88, 88,17.21,134,21.3
2024-09-26 11:17:34,-82.4121,27.7122, 953.2,  464, 23.7, 21.5, 21.5, 88, 88,17.19,134,21.5
2024-09-26 11:17:35,-82.4122,27.7124, 952.8,  468, 23.7, 21.5, 21.5, 88, 88,17.16,135,21.7
2024-09-26 11:17:36,-82.4124,27.7125, 952.3,  472, 23.7, 21.5, 21.5, 88, 88,17.14,135,21.9
2024-09-26 11:17:37,-82.4126,27.7127, 952.0,  475, 23.6, 21.4, 21.4, 87, 87,17.11,136,22.2
2024-09-26 11:17:38,-82.4127,27.7128, 951.7,  478, 23.6, 21.4, 21.4, 87, 87,17.09,136,22.4
2024-09-26 11:17:39,-82.4130,27.7130, 951.5,  480, 23.6, 21.4, 21.4, 87, 87,17.07,136,22.5
2024-09-26 11:17:40,-82.4131,27.7132, 951.2,  483, 23.6, 21.4, 21.4, 87, 87,17.05,136,22.8
2024-09-26 11:17:41,-82.4133,27.7133, 950.9,  485, 23.6, 21.3, 21.3, 87, 87,17.04,136,23.0
2024-09-26 11:17:42,-82.4135,27.7135, 950.6,  488, 23.6, 21.3, 21.3, 87, 87,17.02,136,23.2
2024-09-26 11:17:43,-82.4137,27.7137, 950.3,  490, 23.6, 21.3, 21.3, 87, 87,17.02,136,23.4
2024-09-26 11:17:44,-82.4138,27.7138, 949.9,  493, 23.6, 21.3, 21.3, 87, 87,17.00,136,23.6
2024-09-26 11:17:45,-82.4140,27.7140, 949.6,  496, 23.6, 21.3, 21.3, 87, 87,16.99,136,23.8
2024-09-26 11:17:46,-82.4142,27.7142, 949.3,  499, 23.6, 21.3, 21.3, 87, 87,16.97,136,24.1
2024-09-26 11:17:47,-82.4144,27.7143, 949.0,  502, 23.6, 21.2, 21.2, 87, 87,16.97,136,24.3
2024-09-26 11:17:48,-82.4146,27.7145, 948.7,  505, 23.6, 21.2, 21.2, 87, 87,16.95,136,24.5
2024-09-26 11:17:49,-82.4147,27.7147, 948.3,  508, 23.6, 21.2, 21.2, 86, 86,16.94,135,24.7
2024-09-26 11:17:50,-82.4149,27.7148, 948.0,  512, 23.6, 21.2, 21.2, 86, 86,16.93,135,24.9
2024-09-26 11:17:51,-82.4151,27.7150, 947.7,  515, 23.6, 21.2, 21.2, 86, 86,16.92,135,25.1
2024-09-26 11:17:52,-82.4153,27.7151, 947.3,  518, 23.6, 21.2, 21.2, 86, 86,16.90,135,25.3
2024-09-26 11:17:53,-82.4154,27.7153, 947.0,  521, 23.6, 21.1, 21.1, 86, 86,16.89,135,25.5
2024-09-26 11:17:54,-82.4156,27.7155, 946.7,  524, 23.6, 21.1, 21.1, 86, 86,16.88,135,25.7
2024-09-26 11:17:55,-82.4158,27.7156, 946.3,  527, 23.6, 21.1, 21.1, 86, 86,16.87,135,26.0
2024-09-26 11:17:56,-82.4160,27.7158, 946.0,  530, 23.6, 21.1, 21.1, 86, 86,16.85,135,26.2
2024-09-26 11:17:57,-82.4162,27.7160, 945.6,  534, 23.6, 21.1, 21.1, 86, 86,16.85,135,26.4
2024-09-26 11:17:58,-82.4164,27.7161, 945.2,  537, 23.6, 21.1, 21.1, 86, 86,16.83,135,26.4
2024-09-26 11:17:59,-82.4165,27.7163, 944.9,  540, 23.6, 21.0, 21.0, 86, 86,16.82,135,26.5
2024-09-26 11:18:00,-82.4167,27.7165, 944.5,  544, 23.6, 21.0, 21.0, 86, 86,16.81,136,26.5
2024-09-26 11:18:01,-82.4169,27.7167, 944.1,  547, 23.5, 21.0, 21.0, 86, 86,16.80,136,26.5
2024-09-26 11:18:02,-82.4171,27.7168, 943.6,  551, 23.5, 21.0, 21.0, 86, 86,16.79,136,26.6
2024-09-26 11:18:03,-82.4173,27.7170, 943.2,  556, 23.5, 21.0, 21.0, 86, 86,16.79,136,26.6
2024-09-26 11:18:04,-82.4175,27.7172, 942.8,  560, 23.5, 21.0, 21.0, 85, 85,16.77,136,26.6
2024-09-26 11:18:05,-82.4177,27.7174, 942.3,  564, 23.5, 20.9, 20.9, 85, 85,16.76,136,26.7
2024-09-26 11:18:06,-82.4179,27.7175, 941.9,  568, 23.5, 20.9, 20.9, 85, 85,16.75,136,26.7
2024-09-26 11:18:07,-82.4181,27.7177, 941.3,  574, 23.5, 20.9, 20.9, 85, 85,16.72,136,26.8
2024-09-26 11:18:08,-82.4183,27.7179, 940.8,  579, 23.4, 20.8, 20.8, 85, 85,16.69,136,26.8
2024-09-26 11:18:09,-82.4184,27.7181, 940.3,  584, 23.4, 20.8, 20.8, 86, 86,16.67,136,26.8
2024-09-26 11:18:10,-82.4186,27.7182, 939.7,  589, 23.3, 20.8, 20.8, 86, 86,16.64,136,26.9
2024-09-26 11:18:11,-82.4189,27.7185, 939.2,  594, 23.3, 20.7, 20.7, 86, 86,16.62,136,26.9
2024-09-26 11:18:12,-82.4190,27.7186, 938.5,  600, 23.2, 20.7, 20.7, 86, 86,16.58,136,27.0
2024-09-26 11:18:13,-82.4192,27.7188, 938.1,  604, 23.2, 20.7, 20.7, 86, 86,16.56,136,27.0
2024-09-26 11:18:14,-82.4194,27.7189, 937.5,  609, 23.1, 20.6, 20.6, 86, 86,16.53,136,27.0
2024-09-26 11:18:15,-82.4196,27.7191, 936.9,  614, 23.1, 20.6, 20.6, 86, 86,16.51,136,27.1
2024-09-26 11:18:16,-82.4198,27.7193, 936.4,  620, 23.0, 20.6, 20.6, 86, 86,16.48,136,27.1
2024-09-26 11:18:17,-82.4200,27.7195, 935.8,  625, 23.0, 20.5, 20.5, 86, 86,16.46,136,27.1
2024-09-26 11:18:18,-82.4201,27.7196, 935.2,  631, 22.9, 20.5, 20.5, 86, 86,16.43,136,27.1
2024-09-26 11:18:19,-82.4203,27.7198, 934.6,  636, 22.9, 20.5, 20.5, 86, 86,16.41,136,27.0
2024-09-26 11:18:20,-82.4205,27.7200, 934.1,  641, 22.8, 20.4, 20.4, 86, 86,16.38,136,27.0
2024-09-26 11:18:21,-82.4207,27.7202, 933.5,  647, 22.8, 20.4, 20.4, 87, 87,16.36,136,26.9
2024-09-26 11:18:22,-82.4209,27.7203, 932.9,  652, 22.7, 20.4, 20.4, 87, 87,16.35,136,26.8
2024-09-26 11:18:23,-82.4211,27.7205, 932.3,  658, 22.7, 20.4, 20.4, 87, 87,16.34,136,26.8
2024-09-26 11:18:24,-82.4213,27.7207, 931.7,  663, 22.6, 20.3, 20.3, 87, 87,16.33,136,26.7
2024-09-26 11:18:25,-82.4215,27.7209, 931.1,  669, 22.6, 20.3, 20.3, 87, 87,16.31,136,26.7
2024-09-26 11:18:26,-82.4217,27.7210, 930.5,  674, 22.5, 20.3, 20.3, 87, 87,16.30,136,26.6
2024-09-26 11:18:27,-82.4218,27.7212, 929.8,  680, 22.5, 20.3, 20.3, 88, 88,16.30,136,26.5
2024-09-26 11:18:28,-82.4220,27.7214, 929.2,  686, 22.4, 20.2, 20.2, 88, 88,16.28,136,26.5
2024-09-26 11:18:29,-82.4221,27.7216, 928.6,  693, 22.3, 20.2, 20.2, 88, 88,16.27,136,26.4
2024-09-26 11:18:30,-82.4223,27.7217, 927.9,  699, 22.3, 20.2, 20.2, 88, 88,16.26,136,26.4
2024-09-26 11:18:31,-82.4224,27.7219, 927.2,  705, 22.2, 20.2, 20.2, 88, 88,16.25,136,26.3
2024-09-26 11:18:32,-82.4226,27.7221, 926.5,  712, 22.2, 20.2, 20.2, 88, 88,16.23,136,26.2
2024-09-26 11:18:33,-82.4227,27.7223, 925.8,  719, 22.1, 20.1, 20.1, 89, 89,16.22,136,26.2
2024-09-26 11:18:34,-82.4229,27.7224, 925.0,  726, 22.1, 20.1, 20.1, 89, 89,16.20,136,26.1
2024-09-26 11:18:35,-82.4230,27.7226, 924.3,  733, 22.0, 20.1, 20.1, 89, 89,16.17,136,26.1
2024-09-26 11:18:36,-82.4232,27.7228, 923.6,  740, 21.9, 20.0, 20.0, 89, 89,16.15,136,26.0
2024-09-26 11:18:37,-82.4233,27.7230, 922.8,  747, 21.9, 20.0, 20.0, 89, 89,16.12,136,25.9
2024-09-26 11:18:38,-82.4235,27.7231, 922.0,  755, 21.8, 19.9, 19.9, 89, 89,16.10,137,25.8
2024-09-26 11:18:39,-82.4236,27.7233, 921.1,  763, 21.8, 19.9, 19.9, 89, 89,16.08,137,25.7
2024-09-26 11:18:40,-82.4238,27.7235, 920.3,  770, 21.7, 19.9, 19.9, 89, 89,16.06,138,25.5
2024-09-26 11:18:41,-82.4239,27.7236, 919.5,  778, 21.6, 19.8, 19.8, 90, 90,16.03,138,25.4
2024-09-26 11:18:42,-82.4241,27.7238, 918.7,  786, 21.6, 19.8, 19.8, 90, 90,16.01,138,25.3
2024-09-26 11:18:43,-82.4242,27.7240, 917.9,  794, 21.5, 19.8, 19.8, 90, 90,15.99,139,25.2
2024-09-26 11:18:44,-82.4244,27.7242, 917.1,  801, 21.5, 19.7, 19.7, 90, 90,15.96,139,25.0
2024-09-26 11:18:45,-82.4245,27.7243, 916.3,  809, 21.4, 19.7, 19.7, 90, 90,15.93,140,24.9
2024-09-26 11:18:46,-82.4246,27.7245, 915.5,  817, 21.3, 19.7, 19.7, 90, 90,15.92,140,24.8
2024-09-26 11:18:47,-82.4248,27.7247, 914.6,  825, 21.3, 19.6, 19.6, 90, 90,15.90,141,24.7
2024-09-26 11:18:48,-82.4250,27.7249, 913.8,  832, 21.2, 19.6, 19.6, 90, 90,15.89,141,24.5
2024-09-26 11:18:49,-82.4251,27.7250, 913.1,  840, 21.2, 19.6, 19.6, 91, 91,15.88,141,24.4
2024-09-26 11:18:50,-82.4253,27.7252, 912.3,  847, 21.1, 19.5, 19.5, 91, 91,15.86,142,24.3
2024-09-26 11:18:51,-82.4254,27.7254, 911.6,  854, 21.0, 19.5, 19.5, 91, 91,15.85,142,24.2
2024-09-26 11:18:52,-82.4255,27.7255, 910.8,  861, 21.0, 19.5, 19.5, 91, 91,15.84,143,24.1
2024-09-26 11:18:53,-82.4257,27.7257, 910.1,  868, 20.9, 19.5, 19.5, 91, 91,15.82,143,24.0
2024-09-26 11:18:54,-82.4258,27.7259, 909.3,  876, 20.9, 19.4, 19.4, 91, 91,15.81,144,23.9
2024-09-26 11:18:55,-82.4260,27.7261, 908.6,  882, 20.8, 19.4, 19.4, 92, 92,15.80,144,23.7
2024-09-26 11:18:56,-82.4261,27.7262, 907.9,  889, 20.8, 19.4, 19.4, 92, 92,15.78,145,23.6
2024-09-26 11:18:57,-82.4262,27.7264, 907.2,  896, 20.7, 19.4, 19.4, 92, 92,15.76,145,23.5
2024-09-26 11:18:58,-82.4264,27.7266, 906.8,  900, 20.7, 19.3, 19.3, 92, 92,15.75,145,23.6
2024-09-26 11:18:59,-82.4266,27.7268, 905.8,  909, 20.6, 19.3, 19.3, 92, 92,15.74,146,23.8
2024-09-26 11:19:00,-82.4267,27.7270, 905.1,  915, 20.6, 19.3, 19.3, 92, 92,15.74,146,23.9
2024-09-26 11:19:01,-82.4268,27.7272, 904.5,  921, 20.5, 19.3, 19.3, 93, 93,15.75,146,24.0
2024-09-26 11:19:02,-82.4270,27.7275, 903.9,  928, 20.5, 19.3, 19.3, 93, 93,15.77,146,24.1
2024-09-26 11:19:03,-82.4271,27.7277, 903.3,  934, 20.5, 19.3, 19.3, 93, 93,15.79,147,24.2
2024-09-26 11:19:04,-82.4272,27.7279, 902.7,  940, 20.5, 19.3, 19.3, 93, 93,15.80,147,24.3
2024-09-26 11:19:05,-82.4273,27.7281, 902.1,  945, 20.5, 19.3, 19.3, 93, 93,15.82,147,24.4
2024-09-26 11:19:06,-82.4275,27.7283, 901.5,  951, 20.4, 19.3, 19.3, 93, 93,15.85,147,24.5
2024-09-26 11:19:07,-82.4276,27.7285, 900.9,  956, 20.4, 19.3, 19.3, 94, 94,15.87,147,24.7
2024-09-26 11:19:08,-82.4277,27.7287, 900.4,  961, 20.4, 19.3, 19.3, 94, 94,15.88,148,24.8
2024-09-26 11:19:09,-82.4279,27.7289, 899.9,  967, 20.4, 19.4, 19.4, 94, 94,15.89,148,24.9
2024-09-26 11:19:10,-82.4280,27.7291, 899.3,  972, 20.4, 19.4, 19.4, 94, 94,15.92,148,25.0
2024-09-26 11:19:11,-82.4281,27.7293, 898.8,  977, 20.4, 19.4, 19.4, 94, 94,15.92,148,25.1
2024-09-26 11:19:12,-82.4283,27.7295, 898.3,  982, 20.3, 19.4, 19.4, 94, 94,15.94,149,25.2
2024-09-26 11:19:13,-82.4284,27.7298, 897.8,  986, 20.3, 19.4, 19.4, 94, 94,15.96,149,25.4
2024-09-26 11:19:14,-82.4285,27.7300, 897.3,  991, 20.3, 19.4, 19.4, 94, 94,15.96,149,25.5
2024-09-26 11:19:15,-82.4287,27.7302, 896.8,  995, 20.3, 19.4, 19.4, 95, 95,15.97,149,25.6
2024-09-26 11:19:16,-82.4288,27.7304, 896.4, 1000, 20.3, 19.4, 19.4, 95, 95,15.97,149,25.7
2024-09-26 11:19:17,-82.4289,27.7306, 895.9, 1004, 20.2, 19.4, 19.4, 95, 95,15.98,150,25.8
2024-09-26 11:19:18,-82.4291,27.7308, 895.4, 1009, 20.2, 19.4, 19.4, 95, 95,15.98,150,25.9
2024-09-26 11:19:19,-82.4292,27.7310, 895.0, 1013, 20.2, 19.4, 19.4, 95, 95,15.98,150,26.0
2024-09-26 11:19:20,-82.4293,27.7312, 894.6, 1017, 20.2, 19.3, 19.3, 95, 95,15.98,150,26.1
2024-09-26 11:19:21,-82.4294,27.7314, 894.1, 1021, 20.2, 19.3, 19.3, 95, 95,15.99,150,26.2
2024-09-26 11:19:22,-82.4296,27.7316, 893.7, 1025, 20.1, 19.3, 19.3, 95, 95,15.99,150,26.3
2024-09-26 11:19:23,-82.4297,27.7319, 893.3, 1029, 20.1, 19.3, 19.3, 95, 95,15.98,151,26.4
2024-09-26 11:19:24,-82.4298,27.7321, 892.9, 1034, 20.1, 19.3, 19.3, 95, 95,15.99,151,26.5
2024-09-26 11:19:25,-82.4300,27.7323, 892.4, 1038, 20.1, 19.3, 19.3, 95, 95,15.99,151,26.6
2024-09-26 11:19:26,-82.4301,27.7324, 892.0, 1043, 20.1, 19.3, 19.3, 96, 96,16.00,151,26.7
2024-09-26 11:19:27,-82.4302,27.7327, 891.6, 1046, 20.0, 19.3, 19.3, 96, 96,16.00,151,26.7
2024-09-26 11:19:28,-82.4304,27.7329, 891.1, 1051, 20.0, 19.3, 19.3, 96, 96,15.97,151,26.8
2024-09-26 11:19:29,-82.4305,27.7331, 890.6, 1056, 20.0, 19.2, 19.2, 96, 96,15.95,151,26.9
2024-09-26 11:19:30,-82.4306,27.7333, 890.2, 1060, 20.0, 19.2, 19.2, 96, 96,15.94,152,27.0
2024-09-26 11:19:31,-82.4307,27.7336, 889.7, 1064, 19.9, 19.2, 19.2, 96, 96,15.92,152,27.1
2024-09-26 11:19:32,-82.4309,27.7338, 889.3, 1069, 19.9, 19.2, 19.2, 96, 96,15.90,152,27.2
2024-09-26 11:19:33,-82.4310,27.7340, 888.9, 1073, 19.9, 19.1, 19.1, 96, 96,15.88,152,27.3
2024-09-26 11:19:34,-82.4311,27.7342, 888.4, 1077, 19.9, 19.1, 19.1, 96, 96,15.86,152,27.4
2024-09-26 11:19:35,-82.4312,27.7344, 888.0, 1081, 19.8, 19.1, 19.1, 96, 96,15.84,152,27.5
2024-09-26 11:19:36,-82.4314,27.7347, 887.6, 1085, 19.8, 19.1, 19.1, 96, 96,15.83,152,27.6
2024-09-26 11:19:37,-82.4315,27.7349, 887.1, 1089, 19.8, 19.0, 19.0, 96, 96,15.80,153,27.7
2024-09-26 11:19:38,-82.4316,27.7351, 886.7, 1093, 19.8, 19.0, 19.0, 96, 96,15.79,153,27.7
2024-09-26 11:19:39,-82.4317,27.7353, 886.3, 1098, 19.7, 19.0, 19.0, 96, 96,15.77,153,27.7
2024-09-26 11:19:40,-82.4319,27.7355, 885.9, 1102, 19.7, 19.0, 19.0, 96, 96,15.75,153,27.6
2024-09-26 11:19:41,-82.4320,27.7358, 885.5, 1106, 19.7, 18.9, 18.9, 96, 96,15.73,153,27.6
2024-09-26 11:19:42,-82.4321,27.7360, 885.1, 1110, 19.7, 18.9, 18.9, 95, 95,15.71,153,27.6
2024-09-26 11:19:43,-82.4322,27.7362, 884.7, 1114, 19.6, 18.9, 18.9, 95, 95,15.70,153,27.6
2024-09-26 11:19:44,-82.4323,27.7364, 884.3, 1118, 19.6, 18.9, 18.9, 95, 95,15.67,153,27.5
2024-09-26 11:19:45,-82.4325,27.7366, 883.9, 1122, 19.6, 18.8, 18.8, 95, 95,15.66,153,27.5
2024-09-26 11:19:46,-82.4326,27.7369, 883.4, 1126, 19.6, 18.8, 18.8, 95, 95,15.64,153,27.5
2024-09-26 11:19:47,-82.4327,27.7371, 883.0, 1130, 19.6, 18.8, 18.8, 95, 95,15.63,153,27.5
2024-09-26 11:19:48,-82.4329,27.7373, 882.6, 1133, 19.5, 18.8, 18.8, 95, 95,15.60,153,27.4
2024-09-26 11:19:49,-82.4330,27.7375, 882.2, 1137, 19.5, 18.7, 18.7, 95, 95,15.59,153,27.4
2024-09-26 11:19:50,-82.4331,27.7377, 881.8, 1141, 19.5, 18.7, 18.7, 95, 95,15.57,153,27.4
